image,phrase1,phrase2,original_phrase1,original_phrase2,original_label,type_label
5794490455,nine men,two teams,Nine men,Two teams,Independence,4
5797838137,blue tennis outfit,light blue shirt,a blue tennis outfit,a light blue shirt,Independence,4
5804672051,blond boy,one boy,a blond boy,one boy,Entailment1,1
5804672051,body water outside,shoulder high water,a body of water outside,shoulder high water,Independence,4
5806030158,four young children,group four children,four young children,A group of four children,Entailment1,1
5806219410,lot paperwork,piles papers,a lot of paperwork,piles of papers,Independence,4
5806219410,paperwork,piles papers,paperwork,piles of papers,Entailment2,2
5806219410,lot paperwork,paperwork,a lot of paperwork,paperwork,Entailment1,1
5806219410,two female military members,two female soldiers,Two female military members,Two female soldiers,Equivalence,3
5806219410,desk,one desk,a desk,one desk,Equivalence,3
5806219410,documents,paperwork,documents,paperwork,Equivalence,3
5807099586,child \'s coloring book,coloring book,the child \'s coloring book,a coloring book,Entailment1,1
5807099586,daughter,little blond girl,daughter,a little blond girl,Independence,4
5807099586,nice room,reception waiting area,a nice room,a reception or waiting area,Independence,4
5807099586,daughter,small blond girl,daughter,a small blond girl,Independence,4
5811788459,seven fisherman,team migrant workers,A seven fisherman,Team of migrant workers,Independence,4
5811788459,group people,team migrant workers,group of people,Team of migrant workers,Entailment2,2
5811788459,group fishermen,six hispanic males,A group of fishermen,Six Hispanic males,Independence,4
5817561743,dust collector,man,dust collector,a man,Independence,4
5820828817,green binoculars,pair green binoculars,green binoculars,a pair of green binoculars,Equivalence,3
5820828817,toy binoculars,two green round toys,her toy binoculars,two green round toys,Independence,4
5820828817,pair green toy binoculars,two green round toys,a pair of green toy binoculars,two green round toys,Alternation,0
5821129557,blond-haired boy,boy,blond-haired boy,a boy,Entailment1,1
5821129557,orange yellow stars,yellow stars,orange and yellow stars,yellow stars,Entailment1,1
5821129557,birthday cake,cake,is birthday cake,a cake,Entailment1,1
5821129557,blond-haired boy,child,blond-haired boy,A child,Entailment1,1
5821135681,family kitchen,pretty white kitchen,the family kitchen,a pretty white kitchen,Independence,4
5821135681,approximately seven adults,family,Approximately seven adults,A family,Independence,4
5821135681,"open , white-walled kitchen",open style kitchen,"open , white-walled kitchen",an open style kitchen,Entailment1,1
5821273614,beige dog,dog,a beige dog,their dog,Entailment1,1
5821273816,flannel pajama pants,pajamas,flannel pajama pants,his pajamas,Entailment1,1
5821457712,smiling boy,young man,Smiling boy,The young man,Alternation,0
5821457712,dark-haired boy,young man,A dark-haired boy,The young man,Alternation,0
5821457818,some white geese,white birds,some white geese,white birds,Entailment1,1
5821457818,5 white swans,some white geese,5 white swans,some white geese,Alternation,0
5822092748,color blue,house blue,the color blue,a house blue,Alternation,0
5822381051,friend,other boy,his friend,the other boy,Independence,4
5822381095,red clothing,red jacket,red clothing,red jacket,Entailment2,2
5822381095,formed mound snow,hill,a formed mound of snow,a hill,Entailment1,1
5822381095,red pants,red snowsuit,red pants,a red snowsuit,Independence,4
5822381095,red jacket,red pants,red jacket,red pants,Alternation,0
5822381095,hill,mount snow,a hill,a mount of snow,Independence,4
5822381095,red coat,red snowsuit,a red coat,a red snowsuit,Independence,4
5822447877,beach,beautiful beach,the beach,a beautiful beach,Entailment2,2
5823012892,little boy,male friend,A little boy,her male friend,Independence,4
5823013198,hill,small hill,a hill,a small hill,Entailment2,2
5823013198,`` saucers,toy sleds,"as "" saucers",their toy sleds,Independence,4
5823145889,male child,small child,a male child,A small child,Independence,4
5823148675,all three,musical trio,all three,A musical trio,Entailment2,2
5823151095,chalkboard sign,part advertisement,a chalkboard sign,part of an advertisement,Independence,4
5823151095,pink coat,pink sweater,a pink coat,a pink sweater,Alternation,0
5823151095,toddler girl,young girl,A toddler girl,A young girl,Entailment1,1
5823151095,sign,words,a sign,words,Independence,4
5823151095,toddler girl,young child,A toddler girl,A young child,Alternation,0
5823285867,side high building,tall building,the side of a high building,a tall building,Entailment1,1
5823326999,roofers,two workers,roofers,Two workers,Independence,4
5823716566,blue white costume,poofy dress,a blue and white costume,a poofy dress,Independence,4
5823813436,men,military group,A few men,a military group,Independence,4
5825529550,player,young boy,A player,A young boy,Independence,4
5826678076,car,volkswagen,a car,a Volkswagen,Entailment2,2
5826678076,group people,large crowd people,A group of people,A large crowd of people,Entailment2,2
5826844495,bulletin board,damaged looking comcast billboard,a bulletin board,A damaged looking Comcast billboard,Independence,4
5826844495,billboard,bulletin board,the billboard,a bulletin board,Independence,4
5828028061,elderly bald man,older man,Elderly bald man,An older man,Entailment1,1
5829827359,four asian women,small group women,Four Asian women,A small group of women,Entailment1,1
5831994264,singer,young women,Singer,Young women,Independence,4
5832821999,telephone poles,wooden log,telephone poles,a wooden log,Alternation,0
5832821999,group street workers,two construction workers,A group of street workers,Two construction workers,Independence,4
5840187633,child,female toddler,A child,A female toddler,Alternation,0
5843713244,two women,two young females,Two women,Two young females,Independence,4
5843713244,2 gypsy women,two women,2 gypsy women,Two women,Entailment1,1
5843921596,group choreographed rollerskaters,group rollerskaters,A group of choreographed rollerskaters,A group of rollerskaters,Entailment1,1
5845214651,backwards baseball cap,black cap,a backwards baseball cap,a black cap,Independence,4
5846691766,pink ears,white fur-line cat ears,pink ears,white fur-line cat ears,Alternation,0
5846714531,kites,parachute,their kites,a parachute,Alternation,0
5847749710,runner,white runner,A runner,the white runner,Entailment2,2
5849278148,rapid transit,tour train,a rapid transit,a tour train,Entailment2,2
5851176801,black stiletto boots,boots,black stiletto boots,boots,Entailment1,1
5851176801,short black dress,tight black dress,a very short black dress,a tight black dress,Independence,4
5851176801,blue-haired woman,glamour girl,A blue-haired woman,A glamour girl,Alternation,0
5851176801,sexy outfit,short black dress,a sexy outfit,a very short black dress,Independence,4
5851176801,teal-haired woman,woman,A teal-haired woman,A woman,Entailment1,1
5851176801,black railings,ladder,a few black railings,a ladder,Independence,4
5851176801,glamour girl,teal-haired woman,A glamour girl,A teal-haired woman,Alternation,0
5851176801,glamour girl,woman,A glamour girl,A woman,Alternation,0
5851818256,several spectators,small crowd,several spectators,a small crowd,Independence,4
5855641283,boy,one little white boy,Boy,one little white boy,Entailment2,2
5859913309,asian adults,asian religious members,asian adults,Asian religious members,Independence,4
5859913309,food,vegetables food,food,vegetables and food,Entailment2,2
5861612441,multicolor shorts,shorts,multicolor shorts,shorts,Entailment1,1
5865511903,desert village,village,a desert village,a village,Entailment1,1
5866079837,cup,fruit cups,a cup,fruit cups,Entailment2,2
5870019388,child,closeup young boy,A child,A closeup of a young boy,Entailment2,2
5871124252,african american cultured instrument,strange looking instrument,an african american cultured instrument,the strange looking instrument,Independence,4
5871124252,didgeridoo,not-so well-known instrumentation,a didgeridoo,not-so well-known instrumentation,Entailment1,1
5876512276,group humans,group people,A group of humans,A group of people,Equivalence,3
5876512276,crowd people,group humans,A crowd of people,A group of humans,Entailment1,1
5880786104,female singer,lady,A female singer,A lady,Independence,4
5882565072,two people,two professional tennis players,two people,Two professional tennis players,Entailment2,2
5884235216,pink balloon,purple balloon,a pink balloon,a purple balloon,Alternation,0
5884235216,black costume,dark tutu,a black costume,a dark tutu,Independence,4
5885795251,newlyweds,woman,Newlyweds,a woman,Alternation,0
5885795251,wedding day,wedding reception,their wedding day,the wedding reception,Independence,4
5888200593,broken bridge,pier,a broken bridge,a pier,Alternation,0
5890401192,beach,skate park,a beach,a skate park,Alternation,0
5893481130,baseball,fly ball,the baseball,a fly ball,Entailment2,2
5893481130,field gate,outfield fence,the field gate,the outfield fence,Independence,4
5893495086,professional catchers,two baseball players,professional catchers,Two baseball players,Independence,4
5893612531,colorful balloons,many balloons,colorful balloons,many balloons,Independence,4
5893612531,balloons,many balloons,balloons,many balloons,Entailment2,2
5896923627,computer mouse,mouse,a computer mouse,a mouse,Entailment1,1
5897020465,tractor,wheel tractor,a tractor,the wheel of a tractor,Entailment2,2
5897266539,cook,pastry chef,The cook,A pastry chef,Entailment2,2
5897266539,baker,cook,A baker,The cook,Entailment1,1
5897560750,map,object,a map,the object,Entailment1,1
5897700952,sandals,shoes,their sandals,their shoes,Entailment1,1
5897843552,wedding couple,woman,Wedding couple,a woman,Alternation,0
5897843552,couple,wedding couple,the couple,Wedding couple,Entailment2,2
5897874398,many child cheerleaders,young cheerleaders,Many child cheerleaders,Young cheerleaders,Entailment1,1
5897874398,outdoor venue,"small , wet stage",an outdoor venue,"a small , wet stage",Independence,4
5899468014,little rocks,rocks,little rocks,rocks,Entailment1,1
5902222408,band gentlemen,orchestra,Band of gentlemen,The orchestra,Independence,4
5902372520,man,young boys,a man,Young boys,Alternation,0
5902372520,guy,young boys,a guy,Young boys,Alternation,0
5902806140,american flag print shorts,american flag shorts,American Flag print shorts,American flag shorts,Equivalence,3
5902806140,all american man,man,All American man,A man,Entailment1,1
5904096092,base,second base,a base,second base,Entailment2,2
5904096092,baseball,game baseball,baseball,a game of baseball,Entailment2,2
5905853755,map,newspaper,a map,newspaper,Alternation,0
5907461517,red fleece sweater,red long-sleeve sweater,a red fleece sweater,his red long-sleeve sweater,Independence,4
5908613029,man,old guy,A man,Old guy,Entailment2,2
5911782297,feathers,traditional indian costume,feathers,a traditional Indian costume,Independence,4
5915534813,many people,some africans,Many people,Some Africans,Entailment2,2
5916878545,big bubble,bubble,a big bubble,a bubble,Entailment1,1
5916878545,little girl,suburban girl,Little girl,suburban girl,Independence,4
5920741851,orange,orange robe,an orange,an orange robe,Alternation,0
5920741851,dirty ground,ground,the dirty ground,the ground,Entailment1,1
5921176217,butcher \'s display case,counter,a butcher \'s display case,the counter,Entailment1,1
5921176217,bald individual,man,A bald individual,the man,Independence,4
